clip_path,recording,utt_id,start,end,duration_s,text
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u009.wav,J26DS313_R0016,J26DS313_R0016_u009,46.22,49.24,3.0,"නෑ sir, අපි මේ ළඟදී මාරු වුණා. දැන් ඉන්නේ නුගේ-- ආ හරි ඔයා කියන්න."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u010.wav,J26DS313_R0016,J26DS313_R0016_u010,49.3,52.45,3.15,"අලුත් එක නම්බර් 10, ස්ටැන්ලි තිලකරත්න මාවත, නුගේගොඩ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u011.wav,J26DS313_R0016,J26DS313_R0016_u011,55.41,57.1,1.68,Noted. ඔයාලගේ contact number එකක් දෙනවද emergency වලට?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u012.wav,J26DS313_R0016,J26DS313_R0016_u012,57.14,60.61,3.45,මගේ නම්බර් එක ගන්න. 0714455667. මම නිමාලි සිල්වා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u013.wav,J26DS313_R0016,J26DS313_R0016_u013,66.22,76.7,10.47,"පසින්දි, ඔයාගේ specialization එක Software Engineering නේද? Module registration එක හෙට වෙනකන් open තියෙනවා. Tamil language එක optional module එකක් විදියට ගන්නවද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u014.wav,J26DS313_R0016,J26DS313_R0016_u014,78.02,80.13,2.1,sari sari. මම try එකක් try කරන්නම් sir ඒකට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u015.wav,J26DS313_R0016,J26DS313_R0016_u015,82.5,86.06,3.51,"හරි, එහෙනම් ඒක add කරමු. කෝ medical certificate එක?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u016.wav,J26DS313_R0016,J26DS313_R0016_u016,87.1,90.39,3.27,"අප්පා, අපි ඒක ගෙදර අමතක වෙලා දාලා ඇවිත්නේ. අද දෙන්නම ඕනෙද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u017.wav,J26DS313_R0016,J26DS313_R0016_u017,92.42,96.84,4.41,"ඔව්, medical එක නැතුව ID card එක print කරන්න බෑ system එකෙන්. ඒක mandatory."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u018.wav,J26DS313_R0016,J26DS313_R0016_u018,98.1,100.27,2.16,I'm sorry sir. මම හෙට උදෙන්ම medical එක ගෙනැත් දෙන්නම්.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0016_u019.wav,J26DS313_R0016,J26DS313_R0016_u019,101.8,109.81,8.01,ඒක ගෙනාවම process එක finish කරමු. මම file එක pending තියන්නම්. හෙට උදේ මගේ assistant කවින්දිට මේක hand over කරන්නම්.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u001.wav,J26DS313_R0017,J26DS313_R0017_u001,0.16,6.62,6.45,"Good morning Ceylon Electricity Board Kaduwela office eken, mama Chaminda. Oyata connection ekak oneda?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u002.wav,J26DS313_R0017,J26DS313_R0017_u002,8.56,13.08,4.5,"Ow, good morning. Mage aluth gedara thiyenawa electricity connection ekakata apply karaganna thamai awe."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u003.wav,J26DS313_R0017,J26DS313_R0017_u003,13.5,15.8,2.28,"A hari, oyage sampurna nama kiyannako."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u005.wav,J26DS313_R0017,J26DS313_R0017_u005,18.3,21.76,3.45,A Ruchira R U C H I R A nedda?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u007.wav,J26DS313_R0017,J26DS313_R0017_u007,23.08,24.3,1.2,NIC number eka?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u009.wav,J26DS313_R0017,J26DS313_R0017_u009,30.84,33.46,2.61,"Hari, poddak inna. Date of birth ekath kiyannako e gammama."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u010.wav,J26DS313_R0017,J26DS313_R0017_u010,33.78,34.95,1.17,1998 December 8 weni.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u011.wav,J26DS313_R0017,J26DS313_R0017_u011,36.64,40.22,3.57,Property address ekak mokakda? E kiyanne connection eka thiyena property address eka one.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u012.wav,J26DS313_R0017,J26DS313_R0017_u012,41.14,43.44,2.28,"Nombara 89, Aluth Nuwara Para, Kaduwela."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u015.wav,J26DS313_R0017,J26DS313_R0017_u015,50.0,51.34,1.32,Property deed number eka?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u016.wav,J26DS313_R0017,J26DS313_R0017_u016,51.78,56.59,4.8,"Poddak inna, mama balala kiyannam. PD2023KW004521"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u017.wav,J26DS313_R0017,J26DS313_R0017_u017,62.46,65.48,3.0,"Inna, single-phase da three-phase da danne na ne?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u018.wav,J26DS313_R0017,J26DS313_R0017_u018,65.9,71.14,5.22,"Mama hithanne single-phase eka athi wei, mokada mata gedara use karanna oni nisa."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u019.wav,J26DS313_R0017,J26DS313_R0017_u019,72.04,73.84,1.8,"Chaminda, technical assessment ekak dennada?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u020.wav,J26DS313_R0017,J26DS313_R0017_u020,75.04,79.8,4.74,"Sir, me new connection ekak thiyenne. 89, New Kandy Road, Kaduwela."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u021.wav,J26DS313_R0017,J26DS313_R0017_u021,82.0,94.14,12.12,"Hari. Ruchira, mama technical officer Mahesh. Mama site visit ekak karanna ona. Nearest transformer eka check karala thiyenna one, karanna one. Chaminda, transformer eke load capacity eka check karada?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u022.wav,J26DS313_R0017,J26DS313_R0017_u022,95.5,99.35,3.84,"Sir, me area eke transformer eka 70% vithara load ekak thiyenawa. Space thiyenawa habai sir."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u023.wav,J26DS313_R0017,J26DS313_R0017_u023,101.5,104.98,3.48,"Good good. Ruchira, site visit eka me week eke Friday possible da?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u024.wav,J26DS313_R0017,J26DS313_R0017_u024,105.24,108.18,2.94,Friday mama gedara innang. Morning da afternoon da danne na ne?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u025.wav,J26DS313_R0017,J26DS313_R0017_u025,109.0,111.2,2.19,Morning 10:00 to 12:00 athara wage.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u026.wav,J26DS313_R0017,J26DS313_R0017_u026,112.02,119.96,7.92,"Hari, site visit ekat passe connection approval letter eka yawannam. Meter number eka assign wenawa CEB/KW/2024/008834. Note karaganna."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u027.wav,J26DS313_R0017,J26DS313_R0017_u027,121.02,122.34,1.32,Ow. CEB/KW/2024/008834.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u028.wav,J26DS313_R0017,J26DS313_R0017_u028,129.26,131.56,2.28,"Hari. Friday ta hambawemu. Chaminda, file eka process karanna."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u029.wav,J26DS313_R0017,J26DS313_R0017_u029,132.86,134.52,1.65,"Ruchira, application fee eka 2500 nedda?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0017_u030.wav,J26DS313_R0017,J26DS313_R0017_u030,135.5,137.44,1.89,"Ow ow, 2500i. Hari hari, thank you. Okay."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u001.wav,J26DS313_R0018,J26DS313_R0018_u001,1.88,6.1,4.2,"Good morning, MAS Holdings HR Division, mama Dilini. How can I help you?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u002.wav,J26DS313_R0018,J26DS313_R0018_u002,6.68,15.02,8.34,"Good morning. Mama last week eke interview ekakata attend una Software Engineering position ekakata. Result eka kohomada danne na ne, ekayi mama call kare."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u003.wav,J26DS313_R0018,J26DS313_R0018_u003,15.6,17.28,1.68,"Ah sure, full name eka kiyanna puluwanda?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u004.wav,J26DS313_R0018,J26DS313_R0018_u004,18.14,22.08,3.93,Hasitha Gunasekara. Ow.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u005.wav,J26DS313_R0018,J26DS313_R0018_u005,23.01,24.1,1.08,Mm NIC number eka?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u006.wav,J26DS313_R0018,J26DS313_R0018_u006,25.32,29.21,3.87,NIC eka 1994... poddak inna. 199456712034.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u007.wav,J26DS313_R0018,J26DS313_R0018_u007,38.86,40.04,1.17,Uh date of birth?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u008.wav,J26DS313_R0018,J26DS313_R0018_u008,40.7,41.83,1.11,"September 21st, 1994."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u009.wav,J26DS313_R0018,J26DS313_R0018_u009,44.0,46.04,2.04,Uh contact number eka confirm කරන්න puluwanda?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u010.wav,J26DS313_R0018,J26DS313_R0018_u010,46.7,49.39,2.67,Ow. 0762890355.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u011.wav,J26DS313_R0018,J26DS313_R0018_u011,54.32,58.76,4.44,Uh poddak inna. Interview panel result processing eke thamayi thiyenne.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u012.wav,J26DS313_R0018,J26DS313_R0018_u012,59.74,61.86,2.1,"Sure, no problem. Dilini..."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u013.wav,J26DS313_R0018,J26DS313_R0018_u013,64.28,65.43,1.14,"Dilini, Hasitha Gunasekara da?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u014.wav,J26DS313_R0018,J26DS313_R0018_u014,72.48,76.28,3.78,"Mm hari, mama direct... directly kiyannada?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u016.wav,J26DS313_R0018,J26DS313_R0018_u016,79.2,87.47,8.25,"Hasitha, good morning. Mama IT Department eke Head, Ranjith. Congratulations, you have been selected to the Software Engineer position."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u017.wav,J26DS313_R0018,J26DS313_R0018_u017,90.78,94.18,3.39,"Really? Thank you so much, sir. Thank you."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u018.wav,J26DS313_R0018,J26DS313_R0018_u018,95.26,104.75,9.48,"So, joining date eka November first week wage thamayi yanne. Uh basic salary eka 1,40,000 wage wenne. Uh employee ID eka thama MASIT2024/0892. Onboarding walata use කරන්න."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u019.wav,J26DS313_R0018,J26DS313_R0018_u019,108.2,110.98,2.76,"Hari sir, hari sir. November 1st, perfect sir."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u020.wav,J26DS313_R0018,J26DS313_R0018_u020,111.52,113.93,2.4,Offer... offer letter eka email එකට uh send කරන්නම්. Email address eka kiyannako.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u021.wav,J26DS313_R0018,J26DS313_R0018_u021,115.2,118.37,3.15,"Email eka sir, hasitha.94@gmail.com."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u022.wav,J26DS313_R0018,J26DS313_R0018_u022,120.24,122.92,2.67,"Hari, Dilini offer letter eka draft කරන්න."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u023.wav,J26DS313_R0018,J26DS313_R0018_u023,123.22,126.0,2.76,Address eka records වලට ගන්න.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u024.wav,J26DS313_R0018,J26DS313_R0018_u024,126.26,130.68,4.41,"Uh sir, me address eka, No. 33, Duminegegama Street, Kesbewa."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u026.wav,J26DS313_R0018,J26DS313_R0018_u026,133.3,136.97,3.66,"Dilini ta call කරන්න. 0112345678 extension 45, uh anything you need."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u027.wav,J26DS313_R0018,J26DS313_R0018_u027,139.28,143.48,4.2,"Uh no, no, no madam, no madam. I'm so grateful. Thank you, thank you madam, thank you sir."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u028.wav,J26DS313_R0018,J26DS313_R0018_u028,144.26,146.86,2.58,"Uh Dilini, mata address eka poddak oyayi kiyannako ayeth."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u029.wav,J26DS313_R0018,J26DS313_R0018_u029,147.2,149.42,2.22,"Ah sir, me, mama eka note down කරගත්තා."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0018_u030.wav,J26DS313_R0018,J26DS313_R0018_u030,150.86,156.0,5.13,"Ah okay, okay. Thank you. Okay, okay, thank you."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u001.wav,J26DS313_R0021,J26DS313_R0021_u001,0.44,6.36,5.91,Good afternoon Serendib Travels. මම නදීශා. කොහොමද ඔයාට මොන රටටද visa apply කරගන්න ඕනෙ?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u002.wav,J26DS313_R0021,J26DS313_R0021_u002,8.4,15.86,7.44,"ඔව්, Good afternoon. මම Australia tourist visa එකක් apply කරන්න බැලුවේ. Next March යන්න තමයි plan කරන් ඉන්නේ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u003.wav,J26DS313_R0021,J26DS313_R0021_u003,16.42,20.16,3.72,Sure. Passport එකේ තියෙන විදියට full name එක කියන්න පුළුවන්ද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u004.wav,J26DS313_R0021,J26DS313_R0021_u004,20.68,22.35,1.65,දිනූෂා රාජපක්ෂ. D I N U S H A.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u005.wav,J26DS313_R0021,J26DS313_R0021_u005,27.9,29.26,1.35,මැඩම් passport number එක?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u006.wav,J26DS313_R0021,J26DS313_R0021_u006,30.12,33.0,2.88,N හතළිස් පහයි විසි එකයි හයසිය හැත්තෑ අට.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u008.wav,J26DS313_R0021,J26DS313_R0021_u008,36.78,38.15,1.35,June 3rd 1995.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u009.wav,J26DS313_R0021,J26DS313_R0021_u009,39.94,41.45,1.5,මැඩම් NIC එකත් ඕනෙ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u010.wav,J26DS313_R0021,J26DS313_R0021_u010,42.92,47.46,4.53,දහනවයයි අනූපහයි පනස් හයයි තිහයි විසි එකයි හතළිස් පහ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u011.wav,J26DS313_R0021,J26DS313_R0021_u011,49.12,51.64,2.52,මැඩම් දැනට ලියාපදිංචි වෙලා තියෙන address එක?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u012.wav,J26DS313_R0021,J26DS313_R0021_u012,53.14,55.9,2.76,"හැට හතයි, High Level Road, මහරගම."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u013.wav,J26DS313_R0021,J26DS313_R0021_u013,56.8,58.01,1.2,Contact number එක මැඩම්?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u014.wav,J26DS313_R0021,J26DS313_R0021_u014,58.94,63.78,4.83,බිංදුවයි හත්සිය හැත්තෑ හතයි දෙසිය තිස් හතරයි අටසිය අනූව.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u015.wav,J26DS313_R0021,J26DS313_R0021_u015,64.88,66.01,1.11,මැඩම් email address එක?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u016.wav,J26DS313_R0021,J26DS313_R0021_u016,67.1,69.87,2.76,dinusha.r95@gmail.com.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u017.wav,J26DS313_R0021,J26DS313_R0021_u017,72.28,75.76,3.48,මැඩම් යන reason එක කියන්න පුළුවන්ද යන්න හිතාගෙන ඉන්න reason එක?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u018.wav,J26DS313_R0021,J26DS313_R0021_u018,77.46,83.18,5.7,Tourism. මම Sydney and Melbourne තමයි යන්න plan කරන් ඉන්නේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u019.wav,J26DS313_R0021,J26DS313_R0021_u019,85.43,87.0,1.56,"නදීශා, Australia visa එකක්ද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u021.wav,J26DS313_R0021,J26DS313_R0021_u021,89.06,92.94,3.87,මට පොඩ්ඩක් දැනගන්න පුළුවන්ද අලුත් financial requirements change වුණාද කියලා?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u022.wav,J26DS313_R0021,J26DS313_R0021_u022,93.34,96.82,3.48,මැඩම් දිනූෂා රාජපක්ෂ. මැඩම් trip එකක් යන්න තමයි plan කරන් ඉන්නේ දිනූෂා.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u023.wav,J26DS313_R0021,J26DS313_R0021_u023,98.18,110.45,12.27,"දිනූෂා, මම senior agent චතුරී. Australia tourist visa වලට දැන් minimum Aussie dollars 5,000 ක bank balance එකක් තියෙන්න ඕනේ. ඒ වගේම month තුනක bank statement තියෙන්නත් ඕනේ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u024.wav,J26DS313_R0021,J26DS313_R0021_u024,116.6,126.0,9.39,"අයියෝ ඒ Australian dollars 5,000 ද? ඒක නම් check කරන්න වෙනවා. මගේ bank account එක Hatton National Bank එකේ තියෙන්නේ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u025.wav,J26DS313_R0021,J26DS313_R0021_u025,126.88,131.48,4.59,HNB එක හොඳයි. Statement එක online download කරගන්න පුළුවන්. Account number එක මොකක්ද?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u026.wav,J26DS313_R0021,J26DS313_R0021_u026,132.02,135.95,3.93,බිංදුවයි බිංදුවයි නවයයි හතළිස් පහයි විසි තුනයි හැට හතයි දහය.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u027.wav,J26DS313_R0021,J26DS313_R0021_u027,138.58,147.26,8.67,හරි මම note කරගත්තා. Processing time එක weeks හයක් හතක් වගේ විතර යද්දි යනවා. ඒ නිසා March trip එකට November මුල apply කරන්න ඕනේ.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u028.wav,J26DS313_R0021,J26DS313_R0021_u028,150.84,152.63,1.77,"අයියෝ, ඒක ටිකක් late වගේ නේද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u029.wav,J26DS313_R0021,J26DS313_R0021_u029,156.72,165.0,8.28,"නෑ නෑ නෑ, ඒක එහෙම කිසිම late එකක් නෑ. ඔයා November first week එකේ documents ටික submit කරාම March වලට යන්න පුළුවන්. එහෙම කිසිම ප්‍රශ්නයක් වෙන්නේ නෑ."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u030.wav,J26DS313_R0021,J26DS313_R0021_u030,166.94,176.67,9.72,"හරි නේද? මම application tracking number එක දෙන්නම්. Note කරගන්න. SVT 2024 AU 02 712. දිනූෂා, මොකක් හරි ප්‍රශ්න තියෙනවද?"
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u031.wav,J26DS313_R0021,J26DS313_R0021_u031,181.84,183.91,2.07,"නෑ මිස්, ඔක්කොම clear. Thank you."
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u032.wav,J26DS313_R0021,J26DS313_R0021_u032,186.24,194.79,8.55,නදීශා මම update එකක් දෙන්නම්. ඔයාට මේ number එකට කතා කරන්න පුළුවන් නේද? මේ number එකට කතා කරන්නකො මට ඔයා free වෙලාවක 077 9548 750.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u033.wav,J26DS313_R0021,J26DS313_R0021_u033,198.5,200.18,1.68,ඔව් correct. Thank you දෙන්නටම.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0021_u034.wav,J26DS313_R0021,J26DS313_R0021_u034,200.66,203.5,2.82,හරි okay. Thank you for contacting Travels.
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u001.wav,J26DS313_R0022,J26DS313_R0022_u001,0.32,2.92,2.58,Good morning People's Bank Nugegoda branch how can I help you?
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u002.wav,J26DS313_R0022,J26DS313_R0022_u002,4.0,9.31,5.31,Good morning මම personal loan එකක් apply කරන්න ආවේ මම salary account එක මේකේ තියෙනවා මගේ salary account එක
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u003.wav,J26DS313_R0022,J26DS313_R0022_u003,12.04,14.81,2.76,ආ හා මේ account number එක කියන්න පුළුවන්ද 004567891234
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u004.wav,J26DS313_R0022,J26DS313_R0022_u004,20.44,29.0,8.55,හරි මැඩම් full name එකත් ඔය ගමන්ම තාරකා දිසානායක T H A R A K A
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u005.wav,J26DS313_R0022,J26DS313_R0022_u005,30.32,35.35,5.01,NIC එක මැඩම් එකසිය අනමයි බිංදුවයි විසිතුනයි හතලිහයි පහලවයි හැටහත
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u006.wav,J26DS313_R0022,J26DS313_R0022_u006,39.44,42.17,2.73,මැඩම් date of birth එක පෙබරවාරි 18 1999
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u007.wav,J26DS313_R0022,J26DS313_R0022_u007,45.46,50.68,5.22,මැඩම් address එක මැඩම් ලියාපදිංචි වෙලා තියෙන්නේ number 22 temple road නුගේගොඩ
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u008.wav,J26DS313_R0022,J26DS313_R0022_u008,52.2,55.79,3.57,Contact number එක මැඩම් බිංදුවයි හතයි පහයි 612යි 3456
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u009.wav,J26DS313_R0022,J26DS313_R0022_u009,60.56,67.0,6.42,මැඩම් work කරන්නේ කොහේද මම work කරන්නේ dialogue Axiata එකේ මම IT department එකේ software engineer කෙනෙක්
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u010.wav,J26DS313_R0022,J26DS313_R0022_u010,68.14,73.48,5.34,ආ හරි මැඩම් monthly salary එක සාමාන්‍යයෙන් කොහොමද range එක යන්නේ 145000ක් වගේ තමයි
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u011.wav,J26DS313_R0022,J26DS313_R0022_u011,75.18,84.54,9.36,ආ loan amount එකක් තියෙනවද require කරන්න කොහොමද මැඩම් හිතන් ඉන්නේ ඔව් ලක්ෂ පහක එකක් තමයි 36 months repay payment plan එකක් තමයි දාන්න හිතන් ඉන්නේ
/mnt/F/SLIIT/Research/J26-DS-313-SORA/c1/data/asr_clips/J26DS313_R0022_u012.wav,J26DS313_R0022,J26DS313_R0022_u012,87.08,91.98,4.89,හරි පොඩ්ඩක් ඉන්න ඉරේෂා loan application එකක්ද
